,tsne_dim_1,tsne_dim_2
383,-25.399168,53.48693
384,-283.98538,69.83967
385,4.694605,312.80756
386,77.951614,-3.244234
387,248.61903,75.755066
388,132.6025,-123.76696
389,-35.95614,145.14966
390,-215.78262,-129.3393
391,285.38498,-16.526825
392,-28.571016,-31.658226
393,244.6654,-88.8793
394,-149.32394,4.330518
395,204.20175,-133.25214
396,-116.38587,123.0564
397,259.75626,-126.630165
398,342.7338,-148.90868
399,-6.4827185,58.058544
400,-95.81436,180.64655
401,-235.7986,-135.91591
402,-68.32072,-51.522972
403,216.69868,91.73607
404,-5.944669,95.72388
405,205.65579,-98.792206
406,-102.931854,-160.50482
407,-147.65999,218.86188
408,274.60495,106.36891
409,1.5722107,62.476162
410,-185.79008,97.553894
411,-56.858006,58.7887
412,-3.9479067,264.50943
413,-173.35158,37.458744
414,255.25586,-29.919043
415,-180.74722,26.935965
416,219.7991,-131.96469
417,77.808914,120.02112
418,154.52986,-130.08551
419,-291.76495,3.2367506
420,49.34682,62.37979
421,-203.60272,136.0536
422,-101.77004,-195.67384
423,69.57622,2.8917084
424,356.11523,-152.72786
425,-244.80807,-132.44331
426,3.1352649,220.57678
427,63.323124,-184.91603
428,-129.93681,-37.882675
429,-128.10541,-93.742485
430,-86.37955,-1.0151429
431,56.102543,10.118902
432,92.58066,59.249092
433,-11.537507,-152.86938
434,211.5238,107.51893
435,207.1503,113.380844
436,63.748066,331.72772
437,-154.22348,190.66928
438,-256.46466,-37.82779
439,381.24496,-139.54636
440,135.13124,-143.35867
441,64.67741,-185.08215
442,-106.80236,-187.94379
443,36.50546,-49.647938
444,-153.29398,183.76111
445,43.604496,-86.76486
446,-79.104935,107.239784
447,-168.14279,86.063354
448,-143.8989,198.0817
449,252.30861,65.36802
450,40.514828,53.699997
451,-229.28255,115.603615
452,-19.585835,235.11227
453,-183.28134,74.184044
454,302.75443,-110.70945
455,43.725597,152.0096
456,-51.358253,287.9054
457,12.099917,183.64642
458,204.72993,-29.012554
459,176.56563,74.29955
460,-267.2173,7.087541
461,-95.05612,186.14014
462,-225.62804,-21.924627
463,192.60545,-70.21392
464,-197.30711,-37.531246
465,-186.75491,104.38881
466,207.53561,80.69595
467,-7.3302894,78.58314
468,-53.00187,24.70781
469,-142.158,-52.27685
470,330.5845,-134.48299
471,296.33386,-17.7271
472,154.87556,-128.18141
473,212.90883,-103.87578
474,142.49512,-113.19905
475,185.8484,-71.25591
476,-74.926216,-84.76485
477,-94.10257,139.01602
478,54.527626,105.937485
479,349.08047,-66.4733
480,71.844475,109.2954
481,319.21182,-22.988754
482,-192.14629,-26.401735
483,-35.508156,250.7463
484,-198.34122,121.72336
485,-58.269,104.083725
486,-268.85965,43.532173
487,23.182518,172.72081
488,-104.328514,129.07657
489,343.18857,-145.1732
490,235.25827,-133.92088
491,-268.64996,-14.2979145
492,-129.96567,-144.64932
493,-208.70625,75.482605
494,-9.466222,289.38162
495,93.03566,-102.53921
496,347.24185,-153.60118
497,71.4148,54.370087
498,72.82368,65.196915
499,142.58646,72.97727
500,-5.9906445,180.62465
501,45.613598,-151.83102
502,-98.494644,-19.379461
503,-211.45227,50.774406
504,-291.2389,61.80719
505,-54.18327,131.9308
506,-26.939545,-70.88225
507,-106.684906,-30.51973
508,-127.55154,-10.427237
509,112.881004,-16.404243
510,-174.36342,77.29132
511,-136.18414,91.54914
512,189.88458,-5.592316
513,-250.64055,92.409065
514,-20.999584,258.27228
515,346.43112,-119.95107
516,-260.79132,-25.371975
517,-249.05363,-25.83448
518,383.01483,-112.16574
519,16.125412,301.50024
520,66.467964,51.477535
521,168.45448,-125.11744
522,-119.016624,-141.76106
523,-249.25847,-131.84933
524,-220.64879,-4.477426
525,-75.06971,-75.117874
526,-205.39389,-95.38198
527,288.31482,-31.682549
528,-193.68495,-169.50653
529,-199.7768,119.942795
530,-179.90364,-161.6112
531,123.7065,-110.72819
532,-239.8024,-81.803406
533,367.31146,-69.14994
534,-226.94887,96.05934
535,-192.8321,27.606358
536,342.42102,-149.57834
537,352.4252,-50.177402
538,-50.023808,286.5061
539,207.4162,87.1779
540,-145.32332,-3.661066
541,-277.3491,127.86373
542,-84.508545,71.79577
543,173.25557,71.42176
544,-138.31311,130.48235
545,-67.05227,14.33254
546,140.31355,127.8504
547,-138.67586,-11.344873
548,-25.339317,-38.897774
549,-193.4862,66.672035
550,-58.395905,-76.87048
551,40.901764,300.29208
552,35.99653,-146.07861
553,314.5543,-32.506413
554,-226.95834,123.13775
555,-67.819305,186.01324
556,60.62951,-87.19133
557,149.54964,52.550907
558,-45.736416,284.7878
559,-69.71155,-133.86656
560,228.7722,-66.92775
561,-165.58704,37.242622
562,-123.28273,-162.74461
563,114.30107,42.98823
564,-20.768925,-119.901665
565,-119.25263,-181.04135
566,-96.165985,104.96313
567,-235.0099,23.937796
568,-185.72874,-175.71536
569,-235.60905,-86.21592
570,-65.38715,-120.24176
571,69.70821,-52.31239
572,-47.14209,-179.49712
573,-70.97332,84.88433
574,-169.32329,135.21962
575,-45.46521,212.4199
576,-162.32794,204.3158
577,-224.31671,55.495125
578,39.399597,143.7719
579,-59.383335,-124.694916
580,17.689396,0.9511762
581,-167.24138,173.54196
582,100.979164,106.050835
583,-222.97417,-65.63887
584,335.1009,-19.89954
585,-92.377884,-169.01942
586,294.3819,93.30102
587,-39.34258,-64.24548
588,160.54965,37.335857
589,-211.14821,123.17798
590,40.45199,-76.12783
591,-79.01364,-63.59315
592,109.56171,87.087105
593,-169.56985,43.755493
594,-249.81215,-56.86612
595,-14.6888685,-148.24841
596,215.34744,-48.66833
597,251.48228,113.68428
598,-182.2427,26.068432
599,-253.54964,-105.19056
600,-190.60008,-6.2399797
601,-212.35219,-107.41555
602,226.74536,-49.405846
603,198.59084,-124.924706
604,-207.70973,-144.03955
605,-123.35447,9.974379
606,247.92941,47.758038
607,-198.80063,145.90974
608,67.2837,-80.05759
609,-27.844015,-93.360634
610,30.45948,310.76938
611,17.224987,311.91833
612,-21.836096,-47.07822
613,-219.44644,-62.21812
614,248.13448,53.729767
615,221.55092,-30.053774
616,198.90204,-134.04057
617,-216.73288,-58.13081
618,-164.58932,89.020004
619,118.14408,-12.56272
620,-5.1571717,-114.81305
621,-118.881966,73.524956
622,-120.904816,-87.83384
623,-279.75742,12.160513
624,321.57047,-60.22078
625,206.89037,-137.35011
626,-167.8455,-98.01262
627,236.64539,-79.81711
628,-58.171993,-197.05688
629,235.04584,-108.678085
630,-40.90761,-158.86269
631,-141.53188,-55.513046
632,-169.44028,82.24194
633,-158.1455,206.80153
634,-195.9255,-85.156624
635,-183.50311,-65.139854
636,-61.48207,-47.054516
637,-136.84134,17.56236
638,90.98625,-106.30518
639,-14.198302,-55.56728
640,15.519994,-71.17877
641,-137.56155,-183.14177
642,-142.8068,28.638674
643,117.776306,117.48071
644,36.745815,303.28384
645,36.5315,-158.07903
646,85.33659,-67.046
647,-119.425026,-139.09225
648,111.94387,74.77886
649,124.59855,23.699337
650,-190.37582,-92.31818
651,-14.961813,273.17703
652,-179.3447,96.90941
653,155.25937,-12.859131
654,263.11606,-2.8183818
655,212.85696,-45.405746
656,-236.12569,-103.716995
657,-47.51739,-39.817806
658,184.28708,35.51468
659,-70.354256,46.155907
660,-43.541443,206.99292
661,-65.854805,-15.501331
662,-246.39555,40.141235
663,-231.52779,-90.8157
664,10.989339,74.71933
665,117.53699,-127.85014
666,80.00804,-61.081467
667,304.15552,-79.9008
668,-102.74254,180.19356
669,127.12043,5.9511213
670,-72.60805,-198.45366
671,-47.69497,-138.08539
672,-181.20647,79.74627
673,402.5026,-103.31922
674,-24.54818,-102.08428
675,355.35184,-105.97789
676,-231.42755,-26.005127
677,-183.71428,-91.34731
678,15.960183,191.56104
679,62.2987,-72.17711
680,32.97766,-61.100903
681,197.04341,14.07016
682,-131.7141,-154.92899
683,125.13268,-10.30339
684,-80.49328,-110.94899
685,376.54367,-77.10564
686,59.556145,78.239334
687,42.63582,99.57456
688,-85.167854,-32.781075
689,9.998326,280.81094
690,190.65599,31.36658
691,260.21835,33.31326
692,7.449896,-89.4796
693,-150.5805,184.20062
694,-55.91002,-110.24656
695,-135.34344,-209.66904
696,-118.54164,178.7977
697,-239.86794,-38.539
698,65.97635,-6.4674015
699,-258.57236,-52.503582
700,-65.68736,-113.40318
701,-114.24358,-142.89273
702,202.53848,114.78934
703,20.90241,85.08839
704,198.6675,-41.65264
705,-113.41547,-160.38463
706,-106.90464,-77.50027
707,61.35326,105.889496
708,18.822489,178.53276
709,-149.54759,179.75269
710,-212.52592,-108.25227
711,-146.84251,-186.13144
712,109.483345,93.71013
713,284.7595,86.179436
714,101.02608,-140.14174
715,30.64001,315.47235
716,-146.2172,0.4316482
717,278.99225,86.96137
718,28.065197,317.3014
719,-231.5322,58.611687
720,-175.60121,28.540108
721,87.18404,22.742777
722,230.18765,-133.17609
723,31.344177,317.91324
724,-280.82965,109.66289
725,-125.49659,78.50122
726,-119.91045,-3.404471
727,-258.70294,-111.4222
728,137.99243,88.14408
729,-73.59363,92.66041
730,158.93837,-18.681187
731,202.31857,61.926823
732,-294.67014,-4.3600416
733,-114.832146,-169.64508
734,68.45068,34.8898
735,-23.151817,-123.13162
736,167.84248,10.226907
737,266.6417,108.90374
738,-153.69913,118.04954
739,-185.55716,105.53654
740,-159.622,-151.35304
741,35.213917,-146.4657
742,-154.96722,-149.63132
743,82.07622,-34.81635
744,25.648138,306.34625
745,198.4259,-135.70883
746,-8.836538,17.757547
747,283.91425,-85.694916
748,-241.5945,32.784176
749,-12.873785,-42.204792
750,-141.24023,-175.71063
751,-76.71226,-140.711
752,211.43054,33.11939
753,-98.54883,-185.14857
754,-63.230637,-78.114
755,-26.515041,50.212543
756,144.28348,-146.015
757,-61.701603,84.15928
