,tsne_dim_1,tsne_dim_2
540,245.06744,26.455591
541,135.92488,41.273342
542,-163.01161,-228.53302
543,293.26822,-138.93277
544,178.29524,164.96793
545,179.31508,140.62419
546,140.19582,-98.08256
547,232.34093,61.04215
548,29.984966,114.44711
549,-163.0751,75.43372
550,-109.2292,182.83505
551,47.404953,125.29373
552,54.09419,50.866714
553,171.79721,164.92375
554,166.8333,144.1222
555,-13.684741,-254.10237
556,129.05507,8.023644
557,354.4906,-46.92206
558,73.701004,-206.1635
559,239.13206,-107.81821
560,38.702175,-223.19604
561,79.25967,130.17679
562,89.129425,55.967865
563,-12.626067,229.6637
564,18.978474,-196.17119
565,193.26028,118.043564
566,-9.33056,3.0483692
567,85.71258,238.26617
568,88.447914,-90.725296
569,77.06665,148.0138
570,160.50197,112.449196
571,36.687412,-194.32138
572,179.42421,206.1972
573,-202.86687,7.9324384
574,-200.8465,149.65082
575,322.93234,-108.19942
576,275.4873,-103.7019
577,-22.354603,105.700096
578,-205.92824,-86.52737
579,193.55516,-19.283985
580,233.44553,-11.250236
581,-182.00598,-21.422287
582,22.515657,101.52102
583,-125.24455,-253.9945
584,-64.97278,123.96708
585,-225.39505,-1.7143685
586,79.24239,-113.7146
587,-198.29329,-140.31477
588,-138.65471,182.09697
589,-68.9388,28.889507
590,-181.43732,-193.78947
591,195.17825,101.12791
592,167.01595,153.56604
593,8.937782,191.14719
594,-256.591,31.12857
595,-167.39828,130.89412
596,85.710464,-120.57784
597,-16.10727,47.79352
598,-142.20563,-243.58037
599,-104.54295,27.217627
600,147.01924,126.30042
601,181.06874,-13.349953
602,74.39833,167.91583
603,217.71695,94.20454
604,102.59556,-4.501287
605,-6.8934813,-253.3576
606,164.54422,-107.56525
607,-29.005087,101.67077
608,197.07794,201.04585
609,37.148895,-245.00911
610,-58.655346,-255.69394
611,13.5894785,199.92542
612,-71.341415,-109.161865
613,106.505974,211.80453
614,58.82449,154.83192
615,-18.760155,77.53145
616,90.83187,229.4858
617,-59.4079,56.386578
618,-64.50277,144.31784
619,81.742485,34.848373
620,112.324104,168.71373
621,107.85191,-11.667647
622,369.58734,-87.757454
623,-120.11965,169.76039
624,-204.88458,53.0008
625,301.69235,-103.98529
626,-33.254086,-133.31104
627,249.39575,-109.30472
628,184.84901,-162.1002
629,-168.23927,131.1782
630,-159.15646,-189.32825
631,176.46718,31.210054
632,356.5129,-55.42822
633,50.595646,-206.77618
634,185.16418,124.69109
635,91.51891,54.355408
636,31.000103,-85.45443
637,-241.9545,-30.365679
638,15.017844,76.063446
639,256.36194,59.994358
640,84.24312,240.92233
641,-30.26758,-228.557
642,-47.769302,-243.10472
643,7.778733,103.10973
644,-171.38068,-75.60418
645,161.53404,-146.97435
646,149.25412,-144.27876
647,248.21313,53.020145
648,125.79351,221.4214
649,127.71115,107.78508
650,74.85246,189.80931
651,18.496197,-206.1548
652,282.95343,-144.84705
653,285.3908,-149.10056
654,-153.48065,35.685493
655,-127.255005,149.95523
656,160.86414,152.3215
657,-21.579517,-216.61024
658,155.89392,89.314545
